fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,March,12,HARYANA,1201,AMBALA,180454,354.5774994,27,5,37.2254113,351,120,556,172281,105221,12601,0,0,110.3944,758.4894731,6188,7468,13313,21740,10,37635,52909,907,610.8696618,114116,35,60.18,6.03,101.12,NA
2023-2024,March,12,HARYANA,1220,JHAJJAR,330634,357.2794979,33,1,30.42563022,640,16,503,300522,153316,17170,0,0,65.22012,1169.349243,9101,11582,19540,35175,28,63442,106511,1143,1073.703493,177673,13,63.36,26.69,105.6,NA
2023-2024,March,12,HARYANA,1221,PALWAL,52976,165.920783,22,2,11.41575,0,215,927,55146,7637,3425,0,0,15.65056,118.564985,2448,2960,14209,19754,0,38596,52807,927,91.498675,23848,31,31.25,5.32,422.5,NA
2020-2021,Nov,12,HARYANA,1215,HISAR,1092315,301.0129302,26,66,149.2150351,1126,14,1889,1126230,633621,74986,0,0,64.48913,3603.802089,42094,65718,58634,130487,191,101388,207307,3015,3390.097923,634109,28,81.3,78.61,100.52,NA
2020-2021,Nov,12,HARYANA,1218,FATEHABAD,1340787,302.3799215,30,78,930.2231863,706,0,3700,1306872,844018,73201,0,0,18.2242,4900.165914,43054,71823,50729,111228,397,62668,131268,4406,3951.718528,751074,42,77.49,73.95,100,NA
2020-2021,Nov,12,HARYANA,1219,MEWAT,3139967,264.8637395,54,99,2684.115673,744,45,2905,3138914,39512,2060,0,0,40.79103,11038.7517,57288,64243,78106,94678,1798,127316,167685,3649,8313.845,1299230,24,34.98,32.8,99.16,NA
2023-2024,May,12,HARYANA,1202,YAMUNANAGAR,42888,327.7749837,23,0,0.01616,132,337,605,42888,14706,12800,0,0,6.0234,146.615695,1829,2494,18902,33690,0,46873,75197,737,140.576135,17354,50,51.83,25.51,100.37,NA
2023-2024,May,12,HARYANA,1209,FARIDABAD,11873,244.1357702,22,0,0.4606,3,87,51,11873,2275,1132,0,0,0.35642,29.80326,534,604,3401,3824,1,7042,8450,54,28.98624,6474,5,41.55,43.21,101.72,NA
2023-2024,May,12,HARYANA,1213,BHIWANI,86638,194.3805936,11,12,2.25015,8,216,1362,86638,47479,45268,0,0,13.49636,184.1539687,7788,9891,40758,86897,0,82723,163472,1370,168.4074587,55964,4,60.13,21.95,119.51,NA
2023-2024,May,12,HARYANA,1214,JIND,95001,328.8296162,11,10,0.07733,104,113,2303,95001,55984,51159,0,0,17.63981,330.1085637,8502,10452,42055,91296,0,66434,134689,2407,312.3914237,64320,26,28.41,50.13,105.44,NA
2023-2024,May,12,HARYANA,1215,HISAR,211167,403.4404634,12,43,3.74273,200,67,3077,210977,121692,84221,0,0,15.09586,870.0051764,17167,22956,67833,147904,0,111741,227041,3277,851.1665864,132868,9,31.25,13.34,112.85,NA
2023-2024,May,12,HARYANA,1216,SIRSA,141261,396.0018445,10,41,178.9672955,18,98,3103,141261,88342,90430,0,0,16.06667,754.430131,14017,19348,61414,142190,0,119051,256904,3121,559.3961655,86518,27,41.65,30.03,103.21,NA
2023-2024,May,12,HARYANA,1222,CHARKI DADRI,24853,173.6802141,14,2,0,7,131,394,24853,11277,8101,0,0,7.83752,51.0022636,1758,2175,10361,18999,0,29198,51512,401,43.1647436,14231,3,100,0,99.64,NA
2021-2022,Sep,12,HARYANA,1201,AMBALA,93915,300.0896342,31,0,209.0948828,900,163,468,93915,55722,10297,0,0,23.84448,514.7685428,2950,3725,11389,18823,11,32509,46304,1368,281.82918,51918,14,33.15,67.48,100,NA
2021-2022,Sep,12,HARYANA,1202,YAMUNANAGAR,167099,293.7716683,31,5,356.4354515,763,244,632,167099,53393,12276,0,0,22.77752,870.1024915,5224,7512,18388,33579,30,44102,71700,1395,490.88952,55868,45,86.35,82.92,99.95,NA
2021-2022,Sep,12,HARYANA,1203,KURUKSHETRA,249010,287.9648273,21,15,191.918408,444,129,905,249010,85100,19683,0,0,24.3205,933.3001245,11635,16816,25118,54503,35,57024,112171,1349,717.0612165,144768,28,71.55,87.75,100.08,NA
2021-2022,Sep,12,HARYANA,1214,JIND,528310,294.7533492,21,51,1162.890291,929,23,1628,531298,301725,49325,0,0,45.00207,2773.91101,25248,33414,41130,88367,21,64050,129712,2557,1566.018649,289792,20,76.41,72.69,100,NA
2023-2024,Feb,12,HARYANA,1210,GURUGRAM,50322,334.6541423,39,0,27.8292578,44,84,176,47474,24646,3078,0,0,14.1431,200.8460653,1216,1361,4559,5929,8,13967,18117,220,158.8737075,33512,0,57.26,0.03,107.45,NA
2023-2024,Feb,12,HARYANA,1216,SIRSA,836745,341.3562481,20,82,1598.664728,288,16,3634,820120,501905,91657,0,0,83.82411,4482.019699,39313,57909,63038,145132,11,122617,262569,3922,2799.530862,478062,25,61.55,10.68,146.21,NA
2023-2024,Feb,12,HARYANA,1219,MEWAT,256348,276.3203632,31,0,1433.491838,54,199,2058,258500,3920,1771,0,0,62.64879,2210.428767,8258,10008,82267,97568,17,149083,191265,2112,714.288139,114196,16,9.67,3.56,102,NA
2022-2023,Nov,12,HARYANA,1209,FARIDABAD,63750,317.4338452,29,0,22.9887126,18,67,44,26438,8577,1158,0,0,6.80051,113.7123826,900,1069,3433,3825,11,7456,8162,62,83.92316,13761,3,78.42,81.26,111.63,NA
2022-2023,Nov,12,HARYANA,1210,GURUGRAM,99425,303.5541489,31,0,21.9478034,22,93,150,29779,14129,2928,0,0,8.61059,120.9537834,949,990,4289,5646,24,13312,17374,172,90.39539,20371,0,58.84,91.95,103.35,NA
2022-2023,June,12,HARYANA,1202,YAMUNANAGAR,176050,255.4553001,22,1,0,146,317,772,32886,10550,11769,0,0,9.2917,93.30073,1447,1866,17419,31429,0,44703,72563,918,84.00903,10822,52,86.27,72.63,100.17,NA
2022-2023,June,12,HARYANA,1205,KARNAL,611200,144.2913655,26,38,0,14,163,1315,590576,304410,58333,0,0,9.00246,861.1526346,22650,32186,51980,106082,16,88164,162308,1329,852.1501746,374198,28,87.39,86.89,104.34,NA
2022-2023,June,12,HARYANA,1208,ROHTAK,217750,242.5096335,22,2,0,121,34,791,183632,91162,22859,0,0,15.99774,461.3230301,8102,10646,22339,41480,25,37806,64972,912,445.3252901,103258,39,79.85,83.26,99.98,NA
2022-2023,June,12,HARYANA,1209,FARIDABAD,24250,277.6806771,23,0,0,6,78,38,17368,5048,1115,0,0,1.36008,49.58766,736,867,3389,3768,1,7370,8054,44,48.22758,8748,4,74.98,75.91,113.29,NA
2022-2023,June,12,HARYANA,1214,JIND,333850,233.0184204,13,15,0,107,73,2171,216825,116657,49831,0,0,39.45712,544.69931,15986,19971,40999,88959,1,65373,133119,2278,505.24219,134444,34,77.22,74.99,106.25,NA
2022-2023,June,12,HARYANA,1215,HISAR,548600,228.8194127,15,43,20.1446,130,77,2366,430510,255226,78262,0,0,35.79805,1041.033104,26970,37560,61385,135893,5,106798,220160,2496,985.0904536,268706,12,58.07,76.77,100.03,NA
2022-2023,June,12,HARYANA,1222,CHARKI DADRI,43850,176.4016273,19,1,0,41,95,279,45597,19506,7412,0,0,5.80557,86.23942,2337,3048,9466,17452,2,28044,50108,320,80.43385,23533,9,78.36,78.39,101.51,NA
2022-2023,July,12,HARYANA,1201,AMBALA,103790,263.800637,27,0,0,28,259,462,72876,43991,10506,0,0,15.55422,207.8015722,2691,3190,11221,18714,9,35211,50295,490,192.2473522,43775,31,44.73,91.48,100,NA
2022-2023,July,12,HARYANA,1203,KURUKSHETRA,274450,299.5495096,23,11,0,41,190,1158,229865,75076,20374,0,0,20.97575,709.5352302,9585,13534,25791,56266,16,60582,118240,1199,688.5594802,148652,37,55.99,75.23,101.3,NA
2022-2023,July,12,HARYANA,1206,PANIPAT,352200,266.8440677,24,5,283.4187901,218,23,766,175993,83643,18507,0,0,46.46951,799.5151802,7196,9499,20908,39099,13,40631,69789,984,469.6268801,102024,48,71.97,71.91,105.14,NA
2022-2023,July,12,HARYANA,1210,GURUGRAM,60250,303.9561947,27,0,0,11,121,132,21801,9638,2912,0,0,3.28862,69.55411,779,807,4268,5623,0,13289,17348,143,66.26549,14884,0,55.55,92.57,101.43,NA
2022-2023,July,12,HARYANA,1212,MAHENDRAGARH,204750,245.3118932,23,1,0,51,234,857,51912,13108,8154,0,0,11.82217,139.16848,2186,2824,18155,29284,3,57905,82237,908,127.34631,25626,29,58.59,50.94,115.99,NA
2020-2021,Dec,12,HARYANA,1201,AMBALA,213395,283.5140814,32,1,130.2217261,223,142,963,213395,112815,10246,0,0,44.1191,779.3457001,6527,8698,11644,19003,139,31975,45382,1186,605.004874,98886,20,44.44,57.66,101.99,NA
2020-2021,Dec,12,HARYANA,1207,SONIPAT,329892,300.469002,29,8,146.7446774,382,56,696,329889,154800,10658,0,0,54.18522,1192.144083,11109,14755,14404,22700,110,34788,52522,1078,991.2141859,154154,31,87.03,85.19,101.38,NA
2020-2021,Dec,12,HARYANA,1208,ROHTAK,536796,298.2827339,36,8,319.5480915,761,0,694,536796,283159,20528,0,0,34.71393,1955.431806,14588,21488,19418,36197,557,32290,56325,1455,1601.169784,271143,40,78.59,69.31,99.99,NA
2020-2021,Dec,12,HARYANA,1210,GURUGRAM,118001,290.640698,41,0,240.5267055,96,63,342,118001,66403,2907,0,0,17.3079,600.7935355,2826,3280,4028,5404,250,12289,16182,438,342.95893,67203,16,53.38,58.96,100,NA
2020-2021,Dec,12,HARYANA,1214,JIND,816792,290.9099143,27,60,531.1437143,218,1,1829,817334,433957,46571,0,0,73.96666,2982.816013,29548,41341,39020,83772,164,61221,124282,2047,2377.705639,406798,14,73.11,71.32,100.57,NA
2020-2021,Dec,12,HARYANA,1220,JHAJJAR,294106,272.6202169,35,1,180.5526584,426,17,322,294021,137312,12332,0,0,28.94792,1011.061266,8183,11551,13399,26143,231,54768,94234,748,801.560688,133238,26,74.9,73.43,100,NA
2023-2024,June,12,HARYANA,1201,AMBALA,41901,279.910032,18,3,0.4766,66,309,575,41901,24563,11932,0,0,14.5649,132.3266025,2235,2660,12427,20701,0,36106,51695,641,117.2851025,29774,41,44.71,11.37,100,NA
2023-2024,June,12,HARYANA,1204,KAITHAL,144247,222.1262322,13,37,18.9086903,7,74,1550,145169,70671,38781,0,0,10.53259,351.8997103,10596,13664,39113,81028,1,67057,125302,1557,322.45843,99695,48,31.59,37.73,362.61,NA
2023-2024,June,12,HARYANA,1208,ROHTAK,206103,254.3073954,20,2,0,46,29,834,206103,103673,24481,0,0,16.69752,540.8326911,9826,12575,24848,45368,7,40793,68977,880,524.1351711,119388,20,64.27,16.31,117.19,NA
2023-2024,June,12,HARYANA,1209,FARIDABAD,20656,288.0639524,25,0,12.636276,6,79,51,20656,3424,1147,0,0,1.1041,73.242866,825,897,3553,3978,1,7236,8586,57,59.50249,10972,5,32.83,58.06,103.26,NA
2023-2024,June,12,HARYANA,1214,JIND,221527,286.9501052,13,22,21.8643934,126,67,2455,221810,128524,51221,0,0,26.25569,684.6041117,16116,19981,42149,91448,0,66576,134894,2581,636.4840283,145810,24,39.01,41.69,104.08,NA
2023-2024,June,12,HARYANA,1220,JHAJJAR,105971,314.1888706,21,0,0,34,100,686,105815,55058,16972,0,0,25.08364,357.5425934,5012,6310,18908,34395,0,62226,105503,720,332.4589534,62478,20,64.12,32.87,100.98,NA
2023-2024,June,12,HARYANA,1222,CHARKI DADRI,42962,321.2764594,18,6,0,10,104,406,42962,19275,8119,0,0,9.85286,147.8796525,2334,2926,10429,19092,0,29310,51650,416,138.0267925,24783,3,97.01,2.99,99.77,NA
2021-2022,Dec,12,HARYANA,1204,KAITHAL,497076,317.5603622,21,99,693.944705,686,64,806,493838,218163,34158,0,0,22.34636,2284.524807,22813,30502,33206,69857,37,60283,114595,1492,1568.233742,319892,41,75.49,72.64,100.1,NA
2021-2022,Dec,12,HARYANA,1210,GURUGRAM,74138,290.5813799,42,0,92.44063595,152,61,149,73888,32116,2913,0,0,13.6285,320.773906,1756,1909,4353,5716,103,13100,17069,301,214.70477,42470,6,50.29,79.91,100.56,NA
2021-2022,Dec,12,HARYANA,1220,JHAJJAR,220616,280.176579,34,5,229.3051905,352,56,298,220366,94992,13190,0,0,28.19,874.9091105,6353,8492,14943,28265,135,57633,98783,650,617.41392,107870,14,73.02,77.03,100.01,NA
2021-2022,June,12,HARYANA,1201,AMBALA,53696,240.666139,24,0,0.5324,156,274,805,53696,31080,10241,0,0,14.70069,144.46118,2176,2721,11329,18745,1,32425,46208,961,129.22809,29816,17,28.67,55.85,100,NA
2021-2022,June,12,HARYANA,1209,FARIDABAD,14877,241.659676,28,0,0,38,67,104,14877,2548,1015,0,0,0,35.95171,526,581,2970,3268,19,6214,6633,142,35.95171,5977,27,38.11,61.38,100,NA
2021-2022,June,12,HARYANA,1218,FATEHABAD,291732,232.9729089,13,46,7.0718971,941,42,3038,281357,178438,76283,0,0,0,662.5574844,20558,30078,53140,116898,1,64028,135355,3979,655.4855873,161876,45,73.61,70.04,100,NA
2022-2023,May,12,HARYANA,1211,REWARI,25300,228.7602541,21,0,0,14,347,203,16213,7961,8840,0,0,3.00775,40.09665,763,949,7275,14242,1,37197,73702,217,37.0889,10696,18,42.86,88.45,100,NA
2022-2023,May,12,HARYANA,1213,BHIWANI,170250,177.829957,13,8,0,22,181,908,69123,38184,41886,0,0,13.76171,136.6831112,4986,6462,37080,79897,0,79734,159339,930,122.9214012,41950,8,54.75,53.82,99.98,NA
2022-2023,May,12,HARYANA,1215,HISAR,254450,161.0112471,12,40,0,92,125,2242,230355,135401,78076,0,0,28.55599,399.4534483,19130,26161,61137,135475,0,106453,219729,2334,370.8974583,145396,12,62.42,73.28,99.98,NA
2022-2023,May,12,HARYANA,1216,SIRSA,156300,76.76946723,8,6,0,17,287,1275,53025,35141,85322,0,0,69.35971,110.06672,6264,7652,56702,132004,0,115586,251057,1292,40.70701,32389,16,65.02,68.58,336.39,NA
2022-2023,May,12,HARYANA,1220,JHAJJAR,40300,201.2651869,14,1,0,15,146,339,20544,10640,14846,0,0,1.37996,42.72788,1415,1698,16253,30633,0,58976,101557,354,41.34792,11802,40,60.69,62.19,102.37,NA
2020-2021,Sep,12,HARYANA,1201,AMBALA,135920,280.3020924,28,1,0.2964,100,222,782,135920,71789,9936,0,0,24.20612,405.489124,4814,6378,11258,18449,44,31495,44722,882,380.986604,64412,21,45.41,61.49,100.18,NA
2020-2021,Sep,12,HARYANA,1204,KAITHAL,423649,282.9039265,23,141,11.99232596,145,64,1027,423107,219738,31255,0,0,11.00707,1219.985712,17704,25466,27299,59717,7,50249,99230,1172,1196.986316,256944,48,89.06,87.35,100,NA
2020-2021,Sep,12,HARYANA,1210,GURUGRAM,79575,298.9657807,36,0,137.2860815,62,112,267,79575,48017,2764,0,0,6.39798,381.5860815,2153,2522,3555,4879,115,11765,15598,329,237.90202,45020,18,63.27,66.3,100,NA
2020-2021,Sep,12,HARYANA,1212,MAHENDRAGARH,274136,300.2721241,25,12,35.72798005,94,142,971,274136,61049,7932,0,0,31.39184,890.2738101,10596,13845,18770,29814,116,52617,73184,1065,823.15399,118791,23,59.07,53.95,102.13,NA
2020-2021,Sep,12,HARYANA,1213,BHIWANI,516440,261.6433308,22,18,43.8276337,222,15,1147,516438,274268,39915,0,0,28.04406,1423.097278,22837,32155,35829,77311,49,75378,150908,1369,1351.225585,281809,18,61.84,58.07,100.05,NA
2020-2021,Sep,12,HARYANA,1214,JIND,519778,291.0186501,20,49,16.4729678,152,23,1483,520320,273934,46360,0,0,39.96666,1570.667868,25314,34460,38619,83134,22,60086,122484,1635,1514.22824,253960,13,75.72,74.4,100.69,NA
2020-2021,Sep,12,HARYANA,1216,SIRSA,552475,295.6285816,15,57,17.9665141,683,20,962,552475,336772,78344,0,0,35.44329,1686.68381,35951,49623,55508,126884,21,111685,239956,1645,1633.274006,293330,17,81.53,78.97,100.06,NA
2020-2021,Sep,12,HARYANA,1217,PANCHKULA,90445,300.9163514,27,0,28.88492625,155,1,320,90445,16828,2696,0,0,17.73878,318.7875003,3319,4080,6673,11214,18,14913,22373,475,272.163794,15872,32,58.6,50.33,99.99,NA
2020-2021,Sep,12,HARYANA,1220,JHAJJAR,184946,301.7061181,30,1,6.48069198,197,58,373,184861,84736,11927,0,0,14.94792,579.165559,6134,8616,12399,24850,80,52158,91196,570,557.736947,80301,32,72.53,70.99,100,NA
2020-2021,Sep,12,HARYANA,1222,CHARKI DADRI,79843,296.2977568,22,3,22.1753433,246,21,202,79843,25967,6600,0,0,14.71894,273.4673013,3531,4850,8075,15286,22,23930,43889,448,236.573018,34561,25,88.24,82.23,99.99,NA
2023-2024,July,12,HARYANA,1201,AMBALA,50491,337.7804807,19,4,0.4766,80,297,619,50491,30315,11963,0,0,18.38876,189.4141025,2544,3037,12453,20737,0,36164,51769,699,170.5487425,35626,41,40.58,8.73,99.99,NA
2023-2024,July,12,HARYANA,1203,KURUKSHETRA,258759,317.0547375,23,18,95.7137704,92,117,1297,258759,92503,22503,0,0,24.04384,940.1652787,11135,15558,27852,60505,17,61997,119566,1389,820.4076683,171353,31,66.53,13.8,101.34,NA
2023-2024,July,12,HARYANA,1214,JIND,294138,340.516495,16,26,238.8202209,323,33,2394,294980,168893,51310,0,0,39.48654,1282.762318,18198,22870,42259,91630,0,66762,135140,2717,1004.455557,188890,23,41.24,37.57,103.61,NA
2023-2024,July,12,HARYANA,1217,PANCHKULA,40928,349.1090483,23,0,0,47,62,213,40928,10414,3311,0,0,10.98842,153.8717713,1730,2060,7183,12372,1,16197,24573,260,142.8833513,15341,26,58.62,23.81,106.8,NA
2022-2023,Sep,12,HARYANA,1207,SONIPAT,273010,298.1133897,31,7,147.6792264,166,180,430,182817,99700,12378,0,0,21.82643,714.5076121,5751,7455,15840,25197,52,41465,61032,596,545.0019557,107734,17,73.64,92.72,100.16,NA
2022-2023,Sep,12,HARYANA,1214,JIND,562850,294.5990977,18,28,38.5064696,149,37,2324,401006,214838,49961,0,0,66.2814,1286.147927,21534,27491,41187,89272,11,65725,133662,2473,1181.360058,240687,33,71.85,69.24,103.43,NA
2022-2023,Sep,12,HARYANA,1220,JHAJJAR,187200,286.1442051,23,1,146.7195497,212,23,468,124205,66419,15189,0,0,19.6418,521.7667597,5176,6587,16638,31162,24,59481,102179,680,355.40541,69784,22,84,91.38,100.74,NA
2023-2024,Sep,12,HARYANA,1201,AMBALA,82883,321.0026406,21,4,10.80010396,163,210,643,82883,51436,12184,0,0,31.69484,308.5515626,3830,4557,12717,21051,0,36521,52181,806,266.0566186,57277,37,43.38,7.26,99.99,NA
2023-2024,Sep,12,HARYANA,1202,YAMUNANAGAR,124468,369.3685666,30,0,87.22849464,492,99,457,124468,43710,12905,0,0,26.46325,573.4374121,4131,5703,19024,33844,14,47117,75462,949,459.7456675,48966,41,55.87,21.37,100.57,NA
2021-2022,Nov,12,HARYANA,1209,FARIDABAD,62768,277.0642912,43,0,77.86738351,83,37,104,62668,9464,1131,0,0,5.58316,257.0811935,1443,1646,3504,3908,68,6840,7363,187,173.63065,27383,22,61.69,74.02,100.02,NA
2021-2022,Nov,12,HARYANA,1210,GURUGRAM,60772,291.0284671,38,0,92.44063595,87,71,207,60772,26910,2899,0,0,11.6285,280.932956,1579,1710,4295,5654,80,13036,17001,294,176.86382,33699,6,49.88,78.72,100.68,NA
2021-2022,Nov,12,HARYANA,1219,MEWAT,1798925,311.1702179,37,9,7850.354634,1710,44,2114,1798797,11655,1953,0,0,43.0334,13490.70858,47949,51212,88126,104043,559,147802,188322,3824,5597.320545,729534,18,41.09,38.22,98.37,NA
2021-2022,Oct,12,HARYANA,1201,AMBALA,106132,297.3688237,30,0,209.0948828,1025,112,552,106132,62990,10380,0,0,30.96307,555.6614328,3466,4375,11541,19010,17,32738,46558,1577,315.60348,59050,12,34.04,69.32,100,NA
2021-2022,Oct,12,HARYANA,1209,FARIDABAD,48025,273.6964081,39,0,41.1973238,71,45,106,48025,7770,1118,0,0,5.58316,178.2231838,1213,1375,3358,3728,51,6618,7108,177,131.4427,19552,24,56.49,69.96,100.03,NA
2021-2022,Oct,12,HARYANA,1210,GURUGRAM,51931,289.5920934,35,0,40.48887405,62,75,228,51931,23352,2889,0,0,8.78552,199.6624641,1459,1583,4221,5580,60,12958,16923,290,150.38807,28560,6,49.65,77.44,100.8,NA
2021-2022,Oct,12,HARYANA,1212,MAHENDRAGARH,173005,291.2575186,27,6,516.9623442,562,94,609,173005,42245,8062,0,0,35.27218,1056.124594,6312,7977,19010,29835,84,56709,78639,1171,503.89007,80042,23,57.71,59.52,100.13,NA
2021-2022,Oct,12,HARYANA,1221,PALWAL,333267,299.5499084,44,2,691.56172,496,59,1063,333267,34003,3874,0,0,28.15,1718.012713,7490,9585,15485,21542,231,34969,48510,1559,998.3009933,127542,39,62.18,63.6,100.16,NA
2021-2022,Oct,12,HARYANA,1222,CHARKI DADRI,89497,301.9202543,24,2,25.42680861,331,6,221,89497,27514,6258,0,0,20.41398,316.0503586,3702,5127,7827,14887,21,26167,47260,552,270.20957,39059,9,85.57,89.13,100.11,NA
2019-2020,Dec,12,HARYANA,1202,YAMUNANAGAR,237304,260.1811401,36,0,369.6839032,1184,5,1022,168654,37891,10076,0,0,26.21333,834.7031332,4625,6330,14154,26793,61,36232,60943,2206,438.8059,38519,35,56,56.51,100.5,NA
2019-2020,Dec,12,HARYANA,1207,SONIPAT,157489,277.0962768,33,8,91.46321611,380,135,603,111999,45134,6522,0,0,30.95944,432.7677151,3356,4254,9106,14683,41,28215,43949,983,310.345059,45581,27,92.17,89.74,122.03,NA
2019-2020,Dec,12,HARYANA,1212,MAHENDRAGARH,294145,274.9659821,44,9,625.4750633,448,126,580,242549,39915,6554,0,0,36.06959,1328.471893,5397,6873,16482,26126,100,47964,67036,1028,666.92724,102142,17,39.83,40.06,115.07,NA
2019-2020,Dec,12,HARYANA,1217,PANCHKULA,134289,252.9893084,28,0,137.9685146,152,43,264,63863,15068,2510,0,0,16.51059,316.0456666,2229,2728,6103,10446,26,14115,21508,416,161.566562,8222,30,39.03,42.09,100.77,NA
2019-2020,Nov,12,HARYANA,1208,ROHTAK,226420,277.3445611,34,1,183.8184183,324,46,336,161210,88533,15545,0,0,21.96554,652.8911253,4708,6447,14214,27001,140,25225,45801,660,447.107167,82858,40,69.39,68.06,106.91,NA
2019-2020,Nov,12,HARYANA,1212,MAHENDRAGARH,263788,279.7277247,42,9,565.4464683,392,132,600,214812,35110,6537,0,0,36.06959,1202.404778,5005,6381,16360,25971,75,47821,66853,992,600.88872,89842,17,38.54,38.85,115.84,NA
2018-2019,Dec,12,HARYANA,1202,YAMUNANAGAR,166980,274.7375062,37,1,328.8524288,571,41,847,192595,59611,11159,0,0,26.40447,884.3875988,5083,7055,14729,28096,42,35027,59363,1418,529.1307,53513,57,57.99,50.98,100.26,NA
2018-2019,Dec,12,HARYANA,1210,GURUGRAM,43500,268.686881,43,0,141.0077101,120,157,60,43418,22049,2210,0,0,15.45666,273.1228401,1009,1165,2863,4003,21,10327,13930,180,116.65847,21386,25,61.53,67.08,100,NA
2018-2019,Dec,12,HARYANA,1211,REWARI,37700,279.3797644,25,0,68.0259852,51,316,69,20202,8904,4052,0,0,21.71798,146.1842652,802,1092,4038,8048,3,33499,67993,120,56.4403,8678,11,61.81,61.62,119.49,NA
2018-2019,Dec,12,HARYANA,1214,JIND,499056,253.3698877,26,32,1001.952763,1162,28,947,534824,315271,40197,0,0,154.30715,2511.342881,20479,27939,31281,68980,51,53310,111517,2109,1355.082968,268060,35,79.1,76.26,101.45,NA
2019-2020,Aug,12,HARYANA,1219,MEWAT,378256,254.1931082,32,4,795.9504209,212,167,807,246323,3813,1529,0,0,22.24241,1444.328921,7577,9286,33135,46903,28,74599,112852,1019,626.13609,98480,24,48.96,50.85,110.47,NA
2019-2020,Aug,12,HARYANA,1221,PALWAL,105328,318.3559409,31,0,68.4504228,123,159,323,49075,11393,3343,0,0,11.56921,236.2528108,1543,2031,9438,13539,0,22375,32488,446,156.233178,18673,29,53.26,48.08,121.6,NA
2020-2021,July,12,HARYANA,1203,KURUKSHETRA,255426,286.7005316,18,17,0,79,211,466,255426,86022,18045,0,0,11.91935,744.2270498,13958,21119,22254,48992,8,52042,104790,545,732.3076998,134514,30,88,93.4,100.86,NA
2020-2021,July,12,HARYANA,1214,JIND,377266,295.2575956,17,46,10.6588976,133,46,1331,377808,195586,46088,0,0,0,1126.165714,21967,29420,38151,82364,7,59049,120719,1464,1115.506817,183460,12,78.9,77.91,100.73,NA
2020-2021,July,12,HARYANA,1217,PANCHKULA,68681,305.7647151,23,0,4.5857806,129,1,314,68681,12273,2694,0,0,13.13984,227.7278846,2943,3557,6607,11141,7,14820,22270,443,210.002264,11318,32,58.08,50.45,99.98,NA
2021-2022,June,12,HARYANA,1202,YAMUNANAGAR,98397,213.5677917,27,5,0,226,389,997,98397,33426,12197,0,0,9.12282,219.26712,3578,5120,18258,33415,2,43683,71222,1223,210.1443,35203,47,90.18,77.97,99.95,NA
2021-2022,June,12,HARYANA,1212,MAHENDRAGARH,61873,234.6186867,19,3,355.5053863,202,238,729,61873,15110,7586,0,0,7.57268,508.2436863,3101,3743,18232,28758,1,55585,77115,931,145.16562,30763,26,69.8,70.87,100.57,NA
2021-2022,June,12,HARYANA,1221,PALWAL,136623,263.5192464,30,2,0,109,140,1250,136623,15244,3766,0,0,8.05,368.0779,4487,5580,14674,20293,19,34101,47294,1359,360.0279,54022,40,59.9,61.32,100.29,NA
2021-2022,June,12,HARYANA,1222,CHARKI DADRI,32627,195.3022343,17,2,15.35698634,52,68,242,32627,10844,6037,0,0,9.49398,88.57222634,1913,2594,7043,13665,0,24852,45294,294,63.72126,15079,11,89.56,92.09,100,NA
2022-2023,March,12,HARYANA,1210,GURUGRAM,99715,337.4901837,35,0,36.650725,63,86,122,39679,20541,2976,0,0,15.19142,185.754875,1117,1194,4348,5711,41,13392,17463,185,133.91273,26975,0,63.65,92.59,106.25,NA
2022-2023,March,12,HARYANA,1217,PANCHKULA,110010,326.0670048,32,1,24.74390578,237,12,153,85173,28661,3127,0,0,28.96206,331.4270158,2609,3138,6876,11827,42,15954,24309,390,277.72105,30601,28,78.54,79.58,105.63,NA
2019-2020,Sep,12,HARYANA,1210,GURUGRAM,38044,257.1390861,33,0,106.3995339,19,159,163,24927,11468,2068,0,0,10.5678,181.0643939,750,823,2661,3759,1,10575,14206,182,64.09706,11405,5,39.35,49.22,100,NA
2019-2020,Sep,12,HARYANA,1215,HISAR,774917,293.4004895,21,27,437.0572341,669,48,2535,483706,296975,77100,0,0,60.41938,1916.672386,22529,33220,58831,132243,23,95246,198296,3204,1419.195772,286092,28,73.32,80.86,100.24,NA
2019-2020,Sep,12,HARYANA,1216,SIRSA,397202,283.3138596,14,46,231.6924632,697,60,624,296105,181324,74271,0,0,25.54466,1096.143627,20284,26747,52625,121006,6,109061,235773,1321,838.906504,158390,29,89.05,94.57,106.41,NA
